S21_1,S21_2,S21_3,S21_4,D38_01_W9,D38_02_W9,D38_03_W9,D38_04_W9,gender,ANNO,AMP,zgp5,scolarita,D4_post,D38_post_01,D38_post_02,D38_post_03,D38_post_04,moon1,vacc1,stam1,chem1,moon2,vacc2,stam2,chem2,consp1,consp2,moon1_b,vacc1_b,stam1_b,chem1_b,moon2_b,vacc2_b,stam2_b,chem2_b,moon1_c,vacc1_c,stam1_c,chem1_c,moon2_c,vacc2_c,stam2_c,chem2_c,diff_moon,diff_vacc,diff_stam,diff_chem,anno2,age,titstu,sindes,stealth1,stealth2,stealth3,stealth4,stealth
11,2,10,1,7,9,9,9,1,1946,3,2,5,11,1,7,9,5,6,8,8,8,0,6,8,4,7.5,4.5,1,1,1,1,0,1,1,0,2,2,2,2,0,2,2,1,-6,-2,0,-4,1946,74,Media,Dx,11,2,10,1,6
5,6,6,6,9,5,7,8,1,1979,3,2,5,11,1,1,7,1,8,4,6,7,0,0,6,0,6.25,1.5,1,0,1,1,0,0,1,0,2,1,2,2,0,0,2,0,-8,-4,0,-7,1979,41,Media,Dx,5,6,6,6,5.75
1,6,1,11,1,1,1,10,1,1954,6,2,2,,,,,,0,0,0,9,,,,,2.25,,0,0,0,1,,,,,0,0,0,2,,,,,,,,,1954,66,Bassa,,1,6,1,11,4.75
7,9,8,9,1,1,1,1,2,1947,5,2,9,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947,73,Alta,Csx,7,9,8,9,8.25
6,6,6,6,1,1,2,1,1,1947,2,4,9,3,1,1,1,1,0,0,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,1947,73,Alta,Csx,6,6,6,6,6
6,6,6,4,3,1,6,7,2,1957,1,1,10,4,1,1,1,5,2,0,5,6,0,0,0,4,3.25,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,1,-2,0,-5,-2,1957,63,Alta,Csx,6,6,6,4,5.5
6,1,6,1,1,1,5,1,,,,,,,,,,,0,0,4,0,,,,,1,,0,0,0,0,,,,,0,0,1,0,,,,,,,,,,,,,6,1,6,1,3.5
8,4,11,10,1,1,2,1,1,1968,6,2,9,6,1,1,1,1,0,0,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,1968,52,Alta,C,8,4,11,10,8.25
12,12,12,12,5,5,12,10,2,1979,5,5,8,11,1,4,6,6,4,4,,9,0,3,5,5,,3.25,0,0,,1,0,0,0,0,1,1,,2,0,1,1,1,-4,-1,,-4,1979,41,Alta,Dx,,,,,
2,2,1,2,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,2,2,1,2,1.75
1,1,7,1,12,12,8,5,,,,,,,,,,,,,7,4,,,,,,,,,1,0,,,,,,,2,1,,,,,,,,,,,,,1,1,7,1,2.5
6,6,6,6,2,1,5,3,,,,,,,,,,,1,0,4,2,,,,,1.75,,0,0,0,0,,,,,1,0,1,1,,,,,,,,,,,,,6,6,6,6,6
12,12,12,12,8,7,7,8,1,1989,1,1,2,12,6,8,5,6,7,6,6,7,5,7,4,5,6.5,5.25,1,1,1,1,0,1,0,0,2,2,2,2,1,2,1,1,-2,1,-2,-2,1989,31,Bassa,,,,,,
12,1,11,1,2,1,6,1,,,,,,,,,,,1,0,5,0,,,,,1.5,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,1,11,1,
9,9,9,9,4,4,4,4,1,1978,4,3,5,7,4,3,3,3,3,3,3,3,3,2,2,2,3,2.25,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,-1,-1,-1,1978,42,Media,Cdx,9,9,9,9,9
12,6,8,6,4,2,4,3,1,1977,6,4,10,,,,,,3,1,3,2,,,,,2.25,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,1977,43,Alta,,,6,8,6,
8,7,7,10,1,5,2,1,1,1950,3,2,5,5,1,1,1,1,0,4,1,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-4,-1,0,1950,70,Media,Csx,8,7,7,10,8
1,2,10,1,2,2,1,1,1,1964,2,2,9,8,1,3,1,1,1,1,0,0,0,2,0,0,0.5,0.5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1964,56,Alta,Cdx,1,2,10,1,3.5
7,7,6,7,5,9,8,5,2,1981,2,3,5,8,6,7,7,3,4,8,7,4,5,6,6,2,5.75,4.75,0,1,1,0,0,1,1,0,1,2,2,1,1,2,2,1,1,-2,-1,-2,1981,39,Media,Cdx,7,7,6,7,6.75
7,2,7,9,1,1,11,1,1,1939,4,3,7,4,1,1,4,1,0,0,10,0,0,0,3,0,2.5,0.75,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,-7,0,1939,81,Alta,Csx,7,2,7,9,6.25
8,1,11,11,2,2,9,6,1,1979,3,4,5,7,1,1,8,1,1,1,8,5,0,0,7,0,3.75,1.75,0,0,1,0,0,0,1,0,1,1,2,1,0,0,2,0,-1,-1,-1,-5,1979,41,Media,Cdx,8,1,11,11,7.75
2,2,8,2,7,7,6,8,2,1973,1,2,4,12,12,8,8,7,6,6,5,7,,7,7,6,6,,1,1,0,1,,1,1,1,2,2,1,2,,2,2,2,,1,2,-1,1973,47,Media,,2,2,8,2,3.5
8,4,9,9,1,10,7,10,1,1963,6,1,2,6,2,5,5,2,0,9,6,9,1,4,4,1,6,2.5,0,1,1,1,0,0,0,0,0,2,2,2,1,1,1,1,1,-5,-2,-8,1963,57,Bassa,C,8,4,9,9,7.5
7,4,3,11,1,1,1,1,1,1982,4,1,5,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,38,Media,Dx,7,4,3,11,6.25
8,8,11,8,3,3,4,1,1,1974,2,1,9,8,2,2,3,1,2,2,3,0,1,1,2,0,1.75,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,-1,-1,-1,0,1974,46,Alta,Cdx,8,8,11,8,8.75
1,1,6,3,2,2,8,4,,,,,,,,,,,1,1,7,3,,,,,3,,0,0,1,0,,,,,1,1,2,1,,,,,,,,,,,,,1,1,6,3,2.75
8,12,12,12,8,8,1,6,2,1950,1,5,1,7,8,6,7,6,7,7,0,5,7,5,6,5,4.75,5.75,1,1,0,0,1,0,1,0,2,2,0,1,2,1,2,1,0,-2,6,0,1950,70,Bassa,Cdx,8,,,,
8,9,9,8,8,7,9,9,2,1964,4,1,7,7,3,5,5,2,7,6,8,8,2,4,4,1,7.25,2.75,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,-5,-2,-4,-7,1964,56,Alta,Cdx,8,9,9,8,8.5
8,10,8,11,1,1,7,1,2,1962,2,1,5,13,1,1,1,1,0,0,6,0,0,0,0,0,1.5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-6,0,1962,58,Media,NC,8,10,8,11,9.25
,,,,10,11,11,11,2,1945,3,2,11,9,11,11,11,11,9,10,10,10,10,10,10,10,9.75,10,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,0,0,0,1945,75,Alta,Cdx,,,,,
1,1,2,1,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,1,1,2,1,1.25
5,4,8,4,7,10,12,11,2,1948,6,1,9,13,8,11,7,8,6,9,,10,7,10,6,7,,7.5,1,1,,1,1,1,1,1,2,2,,2,2,2,2,2,1,1,,-3,1948,72,Alta,NC,5,4,8,4,5.25
7,7,10,7,12,12,7,12,2,1961,3,5,5,11,4,12,9,12,,,6,,3,,8,,,,,,1,,0,,1,,,,2,,1,,2,,,,2,,1961,59,Media,Dx,7,7,10,7,7.75
4,3,2,3,3,4,4,4,2,1986,4,4,10,3,6,8,4,7,2,3,3,3,5,7,3,6,2.75,5.25,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,2,3,4,0,3,1986,34,Alta,Csx,4,3,2,3,3
6,1,6,6,6,11,11,6,2,1947,1,1,2,,,,,,5,10,10,5,,,,,7.5,,0,1,1,0,,,,,1,2,2,1,,,,,,,,,1947,73,Bassa,,6,1,6,6,4.75
1,1,11,1,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,1,1,11,1,3.5
6,12,12,6,1,1,1,1,1,1950,4,1,4,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,70,Media,,6,,,6,
12,12,12,12,12,12,12,12,1,1968,3,3,2,12,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968,52,Bassa,,,,,,
11,9,1,10,1,1,1,1,1,1946,5,2,4,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1946,74,Media,,11,9,1,10,7.75
5,6,5,5,6,6,3,4,2,1991,4,4,8,12,6,3,7,5,5,5,2,3,5,2,6,4,3.75,4.25,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,-3,4,1,1991,29,Alta,,5,6,5,5,5.25
3,1,2,4,1,1,10,1,,,,,,,,,,,0,0,9,0,,,,,2.25,,0,0,1,0,,,,,0,0,2,0,,,,,,,,,,,,,3,1,2,4,2.5
6,6,6,6,2,2,1,2,,,,,,,,,,,1,1,0,1,,,,,0.75,,0,0,0,0,,,,,1,1,0,1,,,,,,,,,,,,,6,6,6,6,6
1,1,12,1,1,1,1,1,2,1976,5,4,5,12,11,11,11,11,0,0,0,0,10,10,10,10,0,10,0,0,0,0,1,1,1,1,0,0,0,0,2,2,2,2,10,10,10,10,1976,44,Media,,1,1,,1,
12,8,8,12,3,3,7,1,1,1991,5,3,9,,,,,,2,2,6,0,,,,,2.5,,0,0,1,0,,,,,1,1,2,0,,,,,,,,,1991,29,Alta,,,8,8,,
12,12,12,12,2,3,8,7,2,1975,3,4,5,8,12,12,12,12,1,2,7,6,,,,,4,,0,0,1,1,,,,,1,1,2,2,,,,,,,,,1975,45,Media,Cdx,,,,,
8,10,6,8,3,4,3,1,2,1973,2,3,5,3,3,1,1,1,2,3,2,0,2,0,0,0,1.75,0.5,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,-3,-2,0,1973,47,Media,Csx,8,10,6,8,8
5,4,10,6,2,3,2,3,2,1949,3,2,4,7,1,1,3,1,1,2,1,2,0,0,2,0,1.5,0.5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,-1,-2,1,-2,1949,71,Media,Cdx,5,4,10,6,6.25
2,3,11,5,1,1,3,2,2,1958,4,4,5,,,,,,0,0,2,1,,,,,0.75,,0,0,0,0,,,,,0,0,1,1,,,,,,,,,1958,62,Media,,2,3,11,5,5.25
8,8,4,10,8,2,12,12,1,1979,3,3,5,1,3,1,4,1,7,1,,,2,0,3,0,,1.25,1,0,,,0,0,0,0,2,1,,,1,0,1,0,-5,-1,,,1979,41,Media,Sx,8,8,4,10,7.5
5,1,7,1,3,1,3,1,1,1972,5,2,5,12,1,1,12,1,2,0,2,0,0,0,,0,1,,0,0,0,0,0,0,,0,1,0,1,0,0,0,,0,-2,0,,0,1972,48,Media,,5,1,7,1,3.5
8,1,8,6,1,1,3,1,1,1964,6,5,5,3,1,1,1,1,0,0,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,0,1964,56,Media,Csx,8,1,8,6,5.75
5,1,2,8,9,1,1,5,1,1989,6,3,9,4,1,1,1,1,8,0,0,4,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,-8,0,0,-4,1989,31,Alta,Csx,5,1,2,8,4
4,4,4,6,1,1,11,1,2,1976,6,3,5,1,1,1,12,12,0,0,10,0,0,0,,,2.5,,0,0,1,0,0,0,,,0,0,2,0,0,0,,,0,0,,,1976,44,Media,Sx,4,4,4,6,4.5
9,9,3,9,1,1,1,1,1,1960,6,1,9,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,60,Alta,Csx,9,9,3,9,7.5
1,4,2,4,1,8,2,1,1,1948,4,2,9,10,1,3,5,1,0,7,1,0,0,2,4,0,2,1.5,0,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,-5,3,0,1948,72,Alta,Dx,1,4,2,4,2.75
1,9,7,8,1,3,6,1,2,1954,3,2,5,3,1,1,1,1,0,2,5,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2,-5,0,1954,66,Media,Csx,1,9,7,8,6.25
1,1,1,1,6,6,6,6,2,1982,4,3,2,12,1,1,1,1,5,5,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-5,-5,-5,-5,1982,38,Bassa,,1,1,1,1,1
1,6,4,1,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,1,3
7,7,5,8,1,3,1,3,1,1965,6,4,9,6,1,3,3,2,0,2,0,2,0,2,2,1,1,1.25,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,2,-1,1965,55,Alta,C,7,7,5,8,6.75
7,1,6,6,1,5,3,1,2,1948,6,2,5,7,1,1,1,1,0,4,2,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-4,-2,0,1948,72,Media,Cdx,7,1,6,6,5
10,10,10,9,7,6,8,6,2,1953,4,2,5,3,4,5,3,5,6,5,7,5,3,4,2,4,5.75,3.25,1,0,1,0,0,0,0,0,2,1,2,1,1,1,1,1,-3,-1,-5,-1,1953,67,Media,Csx,10,10,10,9,9.75
9,1,6,1,6,6,1,1,1,1984,1,3,5,13,7,1,1,6,5,5,0,0,6,0,0,5,2.5,2.75,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,1,1,-5,0,5,1984,36,Media,NC,9,1,6,1,4.25
1,1,1,1,6,6,6,1,1,1973,1,4,2,6,11,11,11,11,5,5,5,0,10,10,10,10,3.75,10,0,0,0,0,1,1,1,1,1,1,1,0,2,2,2,2,5,5,5,10,1973,47,Bassa,C,1,1,1,1,1
2,1,4,1,3,2,10,1,1,1949,3,1,5,6,1,3,8,1,2,1,9,0,0,2,7,0,3,2.25,0,0,1,0,0,0,1,0,1,1,2,0,0,1,2,0,-2,1,-2,0,1949,71,Media,C,2,1,4,1,2
2,3,9,2,3,2,6,3,,,,,,,,,,,2,1,5,2,,,,,2.5,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,,,,,2,3,9,2,4
11,9,4,9,2,3,4,1,1,1951,1,2,5,1,1,2,1,1,1,2,3,0,0,1,0,0,1.5,0.25,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,-1,-1,-3,0,1951,69,Media,Sx,11,9,4,9,8.25
8,8,9,8,8,10,10,10,2,1961,6,3,5,10,6,11,11,9,7,9,9,9,5,10,10,8,8.5,8.25,1,1,1,1,0,1,1,1,2,2,2,2,1,2,2,2,-2,1,1,-1,1961,59,Media,Dx,8,8,9,8,8.25
8,7,7,8,4,5,4,3,1,1974,3,1,9,6,1,1,1,1,3,4,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-3,-4,-3,-2,1974,46,Alta,C,8,7,7,8,7.5
3,4,7,9,6,6,6,6,,,,,,,,,,,5,5,5,5,,,,,5,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,,,,,3,4,7,9,5.75
6,2,12,7,6,6,6,4,2,1966,4,5,9,13,6,4,1,1,5,5,5,3,5,3,0,0,4.5,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,-2,-5,-3,1966,54,Alta,NC,6,2,,7,
9,7,5,7,1,6,7,1,,,,,,,,,,,0,5,6,0,,,,,2.75,,0,0,1,0,,,,,0,1,2,0,,,,,,,,,,,,,9,7,5,7,7
6,9,10,6,1,1,2,1,,,,,,,,,,,0,0,1,0,,,,,0.25,,0,0,0,0,,,,,0,0,1,0,,,,,,,,,,,,,6,9,10,6,7.75
11,11,11,11,1,1,11,1,1,1942,3,4,5,6,6,1,7,1,0,0,10,0,5,0,6,0,2.5,2.75,0,0,1,0,0,0,1,0,0,0,2,0,1,0,2,0,5,0,-4,0,1942,78,Media,C,11,11,11,11,11
4,2,2,3,3,1,5,1,,,,,,,,,,,2,0,4,0,,,,,1.5,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,4,2,2,3,2.75
5,7,5,5,7,3,5,8,2,1976,6,5,5,5,1,1,7,4,6,2,4,7,0,0,6,3,4.75,2.25,1,0,0,1,0,0,1,0,2,1,1,2,0,0,2,1,-6,-2,2,-4,1976,44,Media,Csx,5,7,5,5,5.5
4,1,9,4,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,4,1,9,4,4.5
6,5,6,8,1,1,2,1,2,1954,6,1,6,1,1,1,1,1,0,0,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,1954,66,Alta,Sx,6,5,6,8,6.25
10,10,11,11,8,8,8,7,2,1969,6,1,7,11,5,4,9,10,7,7,7,6,4,3,8,9,6.75,6,1,1,1,1,0,0,1,1,2,2,2,2,1,1,2,2,-3,-4,1,3,1969,51,Alta,Dx,10,10,11,11,10.5
7,5,9,8,1,1,1,1,1,1952,2,3,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952,68,Media,Csx,7,5,9,8,7.25
3,4,7,3,2,4,10,5,1,1946,1,1,5,11,3,12,9,1,1,3,9,4,2,,8,0,4.25,,0,0,1,0,0,,1,0,1,1,2,1,1,,2,0,1,,-1,-4,1946,74,Media,Dx,3,4,7,3,4.25
8,8,9,9,1,1,9,1,,,,,,,,,,,0,0,8,0,,,,,2,,0,0,1,0,,,,,0,0,2,0,,,,,,,,,,,,,8,8,9,9,8.5
6,6,6,6,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,6,6,6,6,6
1,1,6,1,3,3,2,1,1,1974,5,5,5,5,1,3,1,1,2,2,1,0,0,2,0,0,1.25,0.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,-2,0,-1,0,1974,46,Media,Csx,1,1,6,1,2.25
6,5,8,2,1,1,9,1,1,1950,3,1,2,9,1,1,6,1,0,0,8,0,0,0,5,0,2,1.25,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,-3,0,1950,70,Bassa,Cdx,6,5,8,2,5.25
1,1,1,1,10,6,11,9,1,1968,3,5,2,10,12,1,10,12,9,5,10,8,,0,9,,8,,1,0,1,1,,0,1,,2,1,2,2,,0,2,,,-5,-1,,1968,52,Bassa,Dx,1,1,1,1,1
12,12,12,12,7,5,5,7,1,1983,4,4,8,4,1,1,12,1,6,4,4,6,0,0,,0,5,,1,0,0,1,0,0,,0,2,1,1,2,0,0,,0,-6,-4,,-6,1983,37,Alta,Csx,,,,,
8,9,8,8,2,5,5,5,,,,,,,,,,,1,4,4,4,,,,,3.25,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,,,,,8,9,8,8,8.25
3,1,11,3,5,6,2,11,1,1960,4,4,5,6,3,11,10,11,4,5,1,10,2,10,9,10,5,7.75,0,0,0,1,0,1,1,1,1,1,1,2,1,2,2,2,-2,5,8,0,1960,60,Media,C,3,1,11,3,4.5
9,8,6,11,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,9,8,6,11,8.5
7,7,7,8,5,2,6,2,,,,,,,,,,,4,1,5,1,,,,,2.75,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,,,,,7,7,7,8,7.25
2,2,6,6,12,8,9,12,,,,,,,,,,,,7,8,,,,,,,,,1,1,,,,,,,2,2,,,,,,,,,,,,,,2,2,6,6,4
7,7,5,6,3,2,2,5,1,1949,5,1,2,8,1,6,6,1,2,1,1,4,0,5,5,0,2,2.5,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,-2,4,4,-4,1949,71,Bassa,Cdx,7,7,5,6,6.25
1,1,11,1,7,7,11,6,2,1990,6,4,8,13,12,4,12,12,6,6,10,5,,3,,,6.75,,1,1,1,0,,0,,,2,2,2,1,,1,,,,-3,,,1990,30,Alta,NC,1,1,11,1,3.5
7,6,9,6,1,1,1,1,1,1980,5,2,11,7,1,1,2,1,0,0,0,0,0,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1980,40,Alta,Cdx,7,6,9,6,7
9,9,11,9,1,1,1,1,1,1963,6,2,9,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,57,Alta,Csx,9,9,11,9,9.5
5,3,6,6,9,9,9,7,,,,,,,,,,,8,8,8,6,,,,,7.5,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,5,3,6,6,5
3,1,11,8,1,1,1,1,1,1967,3,2,11,11,1,2,1,1,0,0,0,0,0,1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1967,53,Alta,Dx,3,1,11,8,5.75
1,2,2,6,6,8,11,2,,,,,,,,,,,5,7,10,1,,,,,5.75,,0,1,1,0,,,,,1,2,2,1,,,,,,,,,,,,,1,2,2,6,2.75
7,6,6,6,1,1,1,1,1,1966,4,1,9,8,1,1,1,2,0,0,0,0,0,0,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1966,54,Alta,Cdx,7,6,6,6,6.25
7,9,7,7,10,8,9,11,1,1977,5,5,11,1,7,8,7,8,9,7,8,10,6,7,6,7,8.5,6.5,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,-3,0,-2,-3,1977,43,Alta,Sx,7,9,7,7,7.5
8,7,7,11,11,11,11,10,,,,,,,,,,,10,10,10,9,,,,,9.75,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,8,7,7,11,8.25
8,8,7,7,3,1,7,2,2,1953,6,1,5,4,1,2,6,1,2,0,6,1,0,1,5,0,2.25,1.5,0,0,1,0,0,0,0,0,1,0,2,1,0,1,1,0,-2,1,-1,-1,1953,67,Media,Csx,8,8,7,7,7.5
12,5,12,9,6,12,6,3,,,,,,,,,,,5,,5,2,,,,,,,0,,0,0,,,,,1,,1,1,,,,,,,,,,,,,,5,,9,
4,2,5,8,9,8,7,10,,,,,,,,,,,8,7,6,9,,,,,7.5,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,4,2,5,8,4.75
6,5,5,5,2,2,2,2,1,1969,6,1,9,2,3,3,12,1,1,1,1,1,2,2,,0,1,,0,0,0,0,0,0,,0,1,1,1,1,1,1,,0,1,1,,-1,1969,51,Alta,Sx,6,5,5,5,5.25
10,6,8,8,8,9,6,7,2,1985,6,5,8,7,4,6,4,5,7,8,5,6,3,5,3,4,6.5,3.75,1,1,0,1,0,0,0,0,2,2,1,2,1,1,1,1,-4,-3,-2,-2,1985,35,Alta,Cdx,10,6,8,8,8
1,3,1,6,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,1,3,1,6,2.75
6,9,9,7,4,3,3,3,1,1976,4,5,6,7,1,1,1,1,3,2,2,2,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,-3,-2,-2,-2,1976,44,Alta,Cdx,6,9,9,7,7.75
9,10,11,9,10,10,9,9,2,1975,6,5,5,11,8,7,8,11,9,9,8,8,7,6,7,10,8.5,7.5,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,-2,-3,-1,2,1975,45,Media,Dx,9,10,11,9,9.75
9,9,8,9,3,11,10,2,2,1957,2,5,5,3,1,1,1,1,2,10,9,1,0,0,0,0,5.5,0,0,1,1,0,0,0,0,0,1,2,2,1,0,0,0,0,-2,-10,-9,-1,1957,63,Media,Csx,9,9,8,9,8.75
6,6,6,6,1,1,1,1,2,1955,1,4,2,13,1,2,5,1,0,0,0,0,0,1,4,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,1955,65,Bassa,NC,6,6,6,6,6
9,8,3,9,1,1,1,1,1,1948,4,4,10,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948,72,Alta,Cdx,9,8,3,9,7.25
1,1,8,1,1,1,1,1,2,1975,3,5,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,45,Media,Csx,1,1,8,1,2.75
5,4,8,3,8,8,9,8,1,1987,3,1,4,8,5,11,11,11,7,7,8,7,4,10,10,10,7.25,8.5,1,1,1,1,0,1,1,1,2,2,2,2,1,2,2,2,-3,3,2,3,1987,33,Media,Cdx,5,4,8,3,5
7,8,5,7,8,7,6,5,2,1977,3,2,7,4,4,9,4,8,7,6,5,4,3,8,3,7,5.5,5.25,1,1,0,0,0,1,0,1,2,2,1,1,1,2,1,2,-4,2,-2,3,1977,43,Alta,Csx,7,8,5,7,6.75
9,9,8,10,10,9,10,9,,,,,,,,,,,9,8,9,8,,,,,8.5,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,9,9,8,10,9
7,6,10,7,3,7,8,3,2,1988,6,4,9,3,1,1,1,1,2,6,7,2,0,0,0,0,4.25,0,0,1,1,0,0,0,0,0,1,2,2,1,0,0,0,0,-2,-6,-7,-2,1988,32,Alta,Csx,7,6,10,7,7.5
9,7,8,10,10,10,10,10,,,,,,,,,,,9,9,9,9,,,,,9,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,9,7,8,10,8.5
8,8,6,11,1,2,8,1,,,,,,,,,,,0,1,7,0,,,,,2,,0,0,1,0,,,,,0,1,2,0,,,,,,,,,,,,,8,8,6,11,8.25
6,6,11,7,5,5,5,5,1,1988,6,1,10,13,5,1,1,1,4,4,4,4,4,0,0,0,4,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-4,-4,-4,1988,32,Alta,NC,6,6,11,7,7.5
4,3,3,1,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,4,3,3,1,2.75
9,7,7,8,6,6,9,9,,,,,,,,,,,5,5,8,8,,,,,6.5,,0,0,1,1,,,,,1,1,2,2,,,,,,,,,,,,,9,7,7,8,7.75
5,6,7,5,2,9,8,12,1,1980,6,1,10,12,1,9,12,4,1,8,7,,0,8,,3,,,0,1,1,,0,1,,0,1,2,2,,0,2,,1,-1,0,,,1980,40,Alta,,5,6,7,5,5.75
9,10,9,8,10,8,8,11,,,,,,,,,,,9,7,7,10,,,,,8.25,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,9,10,9,8,9
